No.,日付,日付S,場 R,場所,日次,Ｒ,レース名,発走時刻,クラス,年限定,芝・ダ,距離,距離.1,外回り,コース区分,コースマーク,コースグループ数,コースグループ名1,頭,頭数,フルゲート頭数,R印1,レース印2,レース印3,枠番,馬番,B,馬印1,馬印2,馬印3,馬印4,馬名,馬名S,Ｃ,性,齢,性別,年齢,騎手,斤量,馬齢斤量差,斤量体重比,所属,調教師,所属.1,降級戦,投票,マイニング値,マイニング順位,ﾏｲ差,対戦型マイニング値,対戦型マイニング順位,Tﾏ差,指数1,指数順位1,指差1,指数2,指数順位2,指差2,指数3,指数順位3,指差3,指数4,指数順位4,指差4,取消しフラグ,人気,単勝オッズ,単ｼｪｱ,複勝人気,複勝オッズ下,上,複ｼｪｱ,単複S比,指時系1・単勝,指時系1・人気,指時系2・単勝,指時系2・人気,指時系3・単勝,指時系3・人気,指時系4・単勝,指時系4・人気,指時系1・複勝下,複上1,複人1,指時系2・複勝下,複上2,複人2,指時系3・複勝下,複上3,複人3,指時系4・複勝下,複上4,複人4,着順,単勝,複勝,枠連配当,馬連配当,馬単配当,３連複配当,３連単配当,馬体重,増減,本賞金,収得賞金,キャリア(当時/取消等含),キャリア(最新),全1,全2,全3,全外,平1,平2,平3,平外,芝1,芝2,芝3,芝外,ダ1,ダ2,ダ3,ダ外,障1,障2,障3,障外,他1,他2,他3,他外,チェック騎手タイプ,チェック調教師タイプ,調教師多頭出し数,馬主多頭出し数,馬記号,馬主,馬主タイプ,生産者,生産者タイプ,産地,種牡馬,父タイプ名,母名,母父名,母父タイプ名,父母父名,父母父タイプ名,母母父名,母母父タイプ名,毛色,生年,誕生日,騎手誕生日(歳),調教師誕生日(歳),兄弟(収得1位),勝数,兄弟(収得2位),勝数.1,兄弟(収得3位),勝数.2,兄弟(収得4位),勝数.3,兄弟(収得5位),勝数.4,馬名の意味由来,チェック日,チェック馬コメント,チェック馬コメント.1,馬コメント,馬コメント.1,予想コメント,予想コメント.1,結果コメント,結果コメント.1,KOL関係者コメント,KOL関係者コメント.1,KOL次走へのメモ,KOL次走へのメモ.1,レースコメント,レースコメント.1,騎手コメント,騎手コメント.1,調教師コメント,調教師コメント.1,ワーク1,ワーク1S,ワーク2,ワーク2S,ワーク3,ワーク3S,ワーク4,ワーク4S,間隔,休明戦目,前番,前走人気,前走着順,前着差,前確定着順,前入線順位,前異常コード,前騎手,乗替,前斤量,斤量差,前馬体重,前馬体重増減,前走開催,前場所,同場,前レース印,前レース印2,前レース印3,前馬印1,前印2,前印3,前印4,前印5,前印6,前印7,前印8,前芝ダ,前距離,距離差,前芝ダ.1,今芝ダ,前走コースマーク,前走コースグループ数,前走コースグループ名1,前馬場状態,前ｸﾗｽ,前頭数,頭差,前通過1,前通過2,前通過3,前通過4,前脚質,前走決め手,前3F順,前走予想コメント,前走予想コメント.1,前走結果コメント,前走結果コメント.1,前走KOLコメント,前走KOLコメント.1,前走KOL次走メモ,前走KOL次走メモ.1,前レースコメント,前走レースコメント,レースID(旧),レースID(新),血統登録番号,トラックC,トラックコード(JV),クラスC,グレード,競走種別C,重量C,競走記号コード,性別コード,馬記号コード,見習いコード,調教師所属コード,騎手コード,調教師コード,馬主コード,前レースID(新),前レースID(旧),開催
464,260301,2026.3.1,小9,小倉,12,9,唐戸特別･1勝,14:05,1勝,４歳以上,芝,2000,2000,,B,,,,18,18,18,,,,7,14,B,,,,, シャインフリーリー,シャインフリーリー,,牡,4,牡,4,松若風馬, 57 ,0.0,12.1,(美),矢嶋大樹,美浦,,2,,,,,,,,,,,,,,,,,,,,13.0,56.5,1.4,13.0,10.7,15.3,1.7,117.4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,13,,,,,,,,472.0,- 4,1226,0,15.0,16.0,0,2,2,12,0,2,2,12,0,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,コスモヴューファーム,,白井牧場,,日高町,ウインブライト,ロイヤルチャージャー系,フィールフリーリー,アグネスタキオン,ロイヤルチャージャー系,アドマイヤコジーン,ナスルーラ系,Bering,ネイティヴダンサー系,芦毛,2022,405,1995年 9月 4日(30歳),1979年 8月 2日(46歳),フィールオーケー,3.0,,,,,,,,,輝く＋自由に,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.0,7.0,8.0,９着,0.5,9.0,9.0,0.0,黛弘人,替, 57 ,0.0,476,0.0,260215 1小8  6R,小倉,同場,,,,,,,,,,,,芝,2000.0,0.0,芝,芝,,,,稍重,1勝,16.0,2.0,8.0,7.0,5.0,4.0,先,先行,9.0,,,,,,,,,,,10261C0914,202603011001120914,2022101495,0,17,23,E,14,4,003,1,0,0,1,1154,1202,30803,2.026021510010806e+17,1026180607,1小1
465,260301,2026.3.1,小9,小倉,12,9,唐戸特別･1勝,14:05,1勝,４歳以上,芝,2000,2000,,B,,,,18,18,18,,,,7,15,B,,,,, フララナキラ,フララナキラ,,牡,4,牡,4,松本大輝, 57 ,0.0,12.7,(栗),田中克典,栗東,,1,,,,,,,,,,,,,,,,,,,,8.0,21.6,3.7,8.0,5.2,7.3,3.6,98.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,17,,,,,,,,448.0,+ 4,920,400,8.0,9.0,1,1,1,6,1,1,1,6,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,社台レースホース,,社台ファーム,,千歳市,サトノクラウン,ニアークティック系,ラカ,キングカメハメハ,ネイティヴダンサー系,Rossini,ネイティヴダンサー系,サンデーサイレンス,ロイヤルチャージャー系,鹿毛,2022,415,2002年10月11日(23歳),1987年 8月12日(38歳),マサハヤニース,5.0,カネフラ,4.0,フラリオナ,1.0,,,,,勝利の踊り（ハワイ語）,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2.0,6.0,7.0,７着,0.4,7.0,7.0,0.0,田山旺佑,替,54▲,3.0,444,0.0,260131 1小3 12R,小倉,同場,,,,,,,,,,,,芝,2000.0,0.0,芝,芝,,,,良,1勝,16.0,2.0,8.0,7.0,7.0,2.0,先,先行,6.0,,,,,,,,,,,10261C0915,202603011001120915,2022105543,0,17,23,E,14,4,003,1,0,0,2,1191,1180,415800,2.026013110010312e+17,1026131206,1小1
466,260301,2026.3.1,小9,小倉,12,9,唐戸特別･1勝,14:05,1勝,４歳以上,芝,2000,2000,,B,,,,18,18,18,,,,8,16,,,,,, コスモレオナルド,コスモレオナルド,,牡,5,牡,5,石神深道, 58 ,1.0,12.3,(美),鹿戸雄一,美浦,,1,,,,,,,,,,,,,,,,,,,,4.0,5.7,13.9,3.0,1.8,2.4,13.5,97.1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,６,,,5100.0,,,,,470.0,+ 2,3805,400,17.0,18.0,1,6,5,6,1,6,5,6,1,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.0,,ビッグレッドファーム,,ビッグレッドファーム,,新冠町,ゴールドシップ,ロイヤルチャージャー系,ミルルーテウス,アグネスタキオン,ロイヤルチャージャー系,メジロマックイーン,トゥルビヨン系,Le Fabuleux,セントサイモン系,芦毛,2021,514,2005年10月22日(20歳),1962年 5月23日(63歳),コスモカレンドゥラ,5.0,ハットラブ,5.0,コスモノアゼット,3.0,コスモルーテウス,2.0,,,冠名＋人名より,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.0,9.0,4.0,２着,0.3,2.0,2.0,0.0,石神深道,,55▲,3.0,468,-2.0,251206 5名1  8R,中京,別場,,,,,,,,,,,,芝,2000.0,0.0,芝,芝,,,,良,1勝,18.0,0.0,8.0,8.0,8.0,6.0,中,差し,4.0,,,,,,,,,,,10261C0916,202603011001120916,2021106829,0,17,23,E,14,4,003,1,0,0,1,1209,1097,716800,2.025120607050108e+17,0725510809,1小1
467,260301,2026.3.1,小9,小倉,12,9,唐戸特別･1勝,14:05,1勝,４歳以上,芝,2000,2000,,B,,,,18,18,18,,,,8,17,,,,,, マイバラード,マイバラード,,牡,6,牡,6,吉田隼人, 58 ,1.0,12.0,(美),松永康利,美浦,,1,,,,,,,,,,,,,,,,,,,,16.0,72.4,1.1,14.0,11.6,16.7,1.5,137.3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,11,,,5100.0,,,,,484.0,0,2807,400,37.0,38.0,1,0,5,32,1,0,5,32,1,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.0,,ビッグレッドファーム,,荻伏三好フアーム,,浦河町,ダノンバラード,ロイヤルチャージャー系,マイネアロマ,ロージズインメイ,ロイヤルチャージャー系,Unbridled,ネイティヴダンサー系,トニービン,ナスルーラ系,鹿毛,2020,510,1983年12月20日(42歳),1965年 2月15日(61歳),マイネルフランツ,2.0,マイネルソラス,2.0,,,,,,,私のバラード。曲名,,,,,,,,,,,,,,,,,,,,,,,,,,,,連闘,5.0,12.0,11.0,５着,0.9,5.0,5.0,0.0,菊沢一樹,替, 58 ,0.0,484,-2.0,260222 1小10  9,小倉,同場,,,,,,,,,,,,芝,1800.0,200.0,芝,芝,,,,良,1勝,12.0,6.0,10.0,10.0,10.0,9.0,後,後方,2.0,,,,,,,,,,,10261C0917,202603011001120917,2020100621,0,17,23,E,14,4,003,1,0,0,1,1095,1093,716800,2.0260222100110093e+17,10261A0912,1小1
468,260301,2026.3.1,小9,小倉,12,9,唐戸特別･1勝,14:05,1勝,４歳以上,芝,2000,2000,,B,,,,18,18,18,,,,8,18,,,,,, シンドリームシン,シンドリームシン,,牡,5,牡,5,鮫島克駿, 58 ,1.0,11.6,(栗),武幸四郎,栗東,,1,,,,,,,,,,,,,,,,,,,,2.0,5.2,15.2,2.0,1.7,2.3,14.3,93.8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,２,,210.0,5100.0,19010.0,45090.0,57160.0,567310.0,498.0,- 6,2860,400,18.0,19.0,1,4,2,12,1,4,2,12,1,4,2,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,藤田晋,,ノーザンファーム,,安平町,キズナ,ロイヤルチャージャー系,アルビアーノ,Harlan's Holiday,ニアークティック系,Storm Cat,ニアークティック系,Unbridled,ネイティヴダンサー系,鹿毛,2021,325,1996年10月18日(29歳),1978年11月 3日(47歳),アヴェラーレ,5.0,アルメリア,1.0,,,,,,,人名より＋夢＋人名より,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4.0,12.0,4.0,２着,0.6,2.0,2.0,0.0,藤岡佑介,替, 58 ,0.0,504,2.0,260207 1小5  9R,小倉,同場,,,,,,,,,,,,芝,2000.0,0.0,芝,芝,,,,稍重,1勝,13.0,5.0,13.0,13.0,13.0,10.0,後,追込,1.0,,,,,,,,,,,10261C0918,202603011001120918,2021105382,0,17,23,E,14,4,003,1,0,0,2,1157,1160,232031,2.026020710010509e+17,1026150912,1小1
469,260301,2026.3.1,小10,小倉,12,10,西日本新･2勝,14:40,2勝,４歳以上,芝,1200,1200,,B,,,,18,18,18,,,,1,1,B,,,,, カウンターセブン,カウンターセブン,,牡,4,牡,4,小林美駒, 58 ,1.0,11.2,(美),村田一誠,美浦,,1,,,,,,,,,,,,,,,,,,,,2.0,5.1,15.5,2.0,1.9,2.5,12.9,82.7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,４,,,,,,,,520.0,+ 6,3914,900,18.0,19.0,2,4,2,11,2,4,2,11,2,4,2,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,フィールドレーシング,,飛野牧場,,新ひだか町,ロジャーバローズ,ロイヤルチャージャー系,オールフラッグズフライング,War Front,ニアークティック系,Librettist,ニアークティック系,Caerleon,ニアークティック系,鹿毛,2022,506,2005年 3月19日(20歳),1978年12月20日(47歳),ヨゾラノムコウニ,2.0,,,,,,,,,カウンター＋７人の仲間,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7.0,13.0,3.0,５着,0.2,5.0,5.0,0.0,小林美駒,, 58 ,0.0,514,0.0,260201 1小4 10R,小倉,同場,,,,,,,,,,,,芝,1200.0,0.0,芝,芝,,,,良,2勝,15.0,3.0,,,2.0,2.0,先,先行,11.0,,,,,,,,,,,10261C1001,202603011001121001,2022104197,0,17,43,E,14,4,A03,1,0,0,1,1206,1190,463031,2.0260201100104102e+17,1026141013,1小1
470,260301,2026.3.1,小10,小倉,12,10,西日本新･2勝,14:40,2勝,４歳以上,芝,1200,1200,,B,,,,18,18,18,,,,1,2,,,,,, インプロバイザー,インプロバイザー,,牡,7,牡,7,松若風馬, 58 ,1.0,11.8,(栗),東田明士,栗東,,1,,,,,,,,,,,,,,,,,,,,12.0,33.0,2.4,11.0,6.2,8.6,3.1,126.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,17,,,,,,,,490.0,- 8,5999,900,34.0,35.0,2,4,5,24,2,4,5,24,2,4,5,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,江馬由将,,追分ファーム,,安平町,ダイワメジャー,ロイヤルチャージャー系,リトルゲルダ,Closing Argument,マンノウォー系,ノーザンテースト,ニアークティック系,Buddha,ネイティヴダンサー系,芦毛,2019,312,1995年 9月 4日(30歳),1988年 9月27日(37歳),グレイイングリーン,5.0,リヴェール,3.0,リトルミム,1.0,,,,,即興詩人。小説名より。母名より連想,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.0,12.0,12.0,５着,0.4,5.0,5.0,0.0,団野大成,替, 58 ,0.0,498,6.0,260210 2京4  8R,京都,別場,,,,,,,,,,,,芝,1200.0,0.0,芝,芝,,,,良,2勝,13.0,5.0,,,1.0,1.0,逃,逃げ,9.0,,,,,,,,,,,10261C1002,202603011001121002,2019104498,0,17,43,E,14,4,A03,1,0,0,2,1154,1209,879033,2.026021008020408e+17,0826240812,1小1
471,260301,2026.3.1,小10,小倉,12,10,西日本新･2勝,14:40,2勝,４歳以上,芝,1200,1200,,B,,,,18,18,18,,,,2,3,,,,,, ラブディーヴァ,ラブディーヴァ,,牝,5,牝,5,石田拓郎, 56 ,1.0,12.7,(美),田中勝春,美浦,,1,,,,,,,,,,,,,,,,,,,,14.0,43.1,1.9,15.0,9.5,13.3,1.9,104.1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,７,,,,,,,,442.0,- 6,3084,900,18.0,19.0,2,2,3,12,2,2,3,12,2,2,3,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,ヒダカ・ブリーダーズ・ユニオン,,谷岡牧場,,新ひだか町,ダイワメジャー,ロイヤルチャージャー系,ラブディラン,Dylan Thomas,ニアークティック系,ノーザンテースト,ニアークティック系,Gone West,ネイティヴダンサー系,鹿毛,2021,330,2005年 1月20日(21歳),1971年 2月25日(55歳),カシアス,2.0,ファーンヒル,5.0,ワーズワース,2.0,コパノラクラク,2.0,コパノマーティン,1.0,愛の歌姫。母名より連想,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.0,11.0,6.0,１着,-0.1,1.0,1.0,0.0,石田拓郎,,53▲,3.0,448,-2.0,260214 1小7  6R,小倉,同場,,,,,,,,,,,,芝,1200.0,0.0,芝,芝,,,,良,1勝,18.0,0.0,,,12.0,12.0,中,差し,2.0,,,,,,,,,,,10261C1003,202603011001121003,2021104074,0,17,43,E,14,4,A03,2,0,0,1,1203,1207,547800,2.0260214100107066e+17,1026170611,1小1
472,260301,2026.3.1,小10,小倉,12,10,西日本新･2勝,14:40,2勝,４歳以上,芝,1200,1200,,B,,,,18,18,18,,,,2,4,,,,,, ゼンダンタカ,ゼンダンタカ,,牝,4,牝,4,今村聖奈, 56 ,1.0,12.6,(美),田村康仁,美浦,,1,,,,,,,,,,,,,,,,,,,,17.0,144.3,0.6,17.0,33.0,46.8,0.5,95.3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,18,,,,,,,,444.0,0,1545,900,12.0,13.0,2,1,0,10,2,1,0,10,1,0,0,8,1,1,0,2,0,0,0,0,0,0,0,0,0,0,,,,鈴木昌樹,,協和牧場,,新冠町,アジアエクスプレス,ニアークティック系,キョウワヒラリー,ダイワメジャー,ロイヤルチャージャー系,Running Stag,ナスルーラ系,Sadler's Wells,ニアークティック系,栗毛,2022,427,2003年11月28日(22歳),1963年 3月30日(62歳),,,,,,,,,,,冠名＋鷹,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1.0,14.0,10.0,15着,2.3,15.0,15.0,0.0,江田照男,替, 55 ,1.0,444,8.0,251122 3福5 10R,福島,別場,,,,,,,,,,,,ダ,1150.0,50.0,ダ,芝,,,,良,2勝,16.0,2.0,,,3.0,5.0,中,中団,15.0,,,,,,,,,,,10261C1004,202603011001121004,2022106187,0,17,43,E,14,4,A03,2,0,0,1,1193,1027,956031,2.02511220303051e+17,0325351014,1小1
473,260301,2026.3.1,小10,小倉,12,10,西日本新･2勝,14:40,2勝,４歳以上,芝,1200,1200,,B,,,,18,18,18,,,,3,5,,,,,, ワインクーラー,ワインクーラー,,牝,4,牝,4,富田暁, 56 ,1.0,12.3,(栗),石橋守,栗東,,1,,,,,,,,,,,,,,,,,,,,6.0,12.0,6.6,5.0,3.0,4.1,7.0,105.3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,10,,,,,,,,454.0,0,2174,900,10.0,11.0,2,1,2,6,2,1,2,6,2,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,薪浦亨,,松浦牧場,,新冠町,モズアスコット,ニアークティック系,インプレショニスト,ディープインパクト,ロイヤルチャージャー系,Hennessy,ニアークティック系,Broad Brush,その他のエクリプス系,鹿毛,2022,127,1996年12月11日(29歳),1966年10月23日(59歳),ワーイズオーバー,3.0,アモールファティ,1.0,,,,,,,カクテル名。カクテル言葉は私を射とめて,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4.0,6.0,3.0,１着,-0.3,1.0,1.0,0.0,富田暁,, 56 ,0.0,454,-4.0,260207 1小5 12R,小倉,同場,,,,,,,,,,,,芝,1200.0,0.0,芝,芝,,,,稍重,1勝,18.0,0.0,,,4.0,4.0,先,先行,3.0,,,,,,,,,,,10261C1005,202603011001121005,2022106905,0,17,43,E,14,4,A03,2,0,0,2,1168,1140,768006,2.026020710010512e+17,1026151206,1小1
474,260301,2026.3.1,小10,小倉,12,10,西日本新･2勝,14:40,2勝,４歳以上,芝,1200,1200,,B,,,,18,18,18,,,,3,6,,,,,, エイヨーアメジスト,エイヨーアメジスト,,牝,4,牝,4,中井裕二, 56 ,1.0,12.6,(栗),牧田和弥,栗東,,1,,,,,,,,,,,,,,,,,,,,18.0,210.9,0.4,18.0,38.8,55.0,0.4,118.2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,16,,,,,,,,446.0,-10,2120,900,12.0,14.0,2,1,1,10,1,1,1,9,1,1,1,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,,,柳田英子,,柏木務,,鹿児島県,アレスバローズ,ロイヤルチャージャー系,カシノアンバー,タートルボウル,ニアークティック系,トニービン,ナスルーラ系,Honour and Glory,マンノウォー系,鹿毛,2022,330,1993年 6月25日(32歳),1972年 3月 4日(53歳),,,,,,,,,,,冠名＋宝石名。紫の宝石で魅了する、成功する,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1.0,13.0,9.0,11着,0.9,11.0,11.0,0.0,高杉吏麒,替,53☆,3.0,456,6.0,250927 4阪8  8R,阪神,別場,,,,,,,,,,,,芝,1600.0,-400.0,芝,芝,,,,良,2勝,13.0,5.0,,,9.0,8.0,中,中団,10.0,,,,,,,,,,,10261C1006,202603011001121006,2022109145,0,17,43,E,14,4,A03,2,0,0,2,1141,1123,623033,2.025092709040808e+17,0925480813,1小1
475,260301,2026.3.1,小10,小倉,12,10,西日本新･2勝,14:40,2勝,４歳以上,芝,1200,1200,,B,,,,18,18,18,,,,4,7,,,,,, ディアドコス,ディアドコス,,牡,6,牡,6,松本大輝, 58 ,1.0,11.9,(栗),羽月友彦,栗東,,1,,,,,,,,,,,,,,,,,,,,11.0,26.0,3.1,10.0,5.9,8.2,3.2,105.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,３,,720.0,,,,47980.0,214260.0,488.0,+ 8,4853,900,25.0,27.0,2,2,6,17,2,2,6,17,1,1,6,7,1,1,0,10,0,0,0,0,0,0,0,0,0,0,,2.0,,岡田牧雄,,津田牧場,,新冠町,ネロ,ニアークティック系,チェインブラッド,マンハッタンカフェ,ロイヤルチャージャー系,サンデーサイレンス,ロイヤルチャージャー系,Nashwan,ナスルーラ系,黒鹿,2020,309,2002年10月11日(23歳),1970年 7月29日(55歳),ハリーケーン,2.0,カウムディー,3.0,ニシノハピネス,1.0,,,,,後継者（ギリシャ語）,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,1.0,10.0,11.0,６着,1.0,6.0,6.0,0.0,小沢大仁,替, 58 ,0.0,480,-6.0,250720 2小8 12R,小倉,同場,,,,,,,,,,,,芝,1200.0,0.0,芝,芝,,,,良,2勝,18.0,0.0,,,11.0,14.0,後,後方,8.0,,,,,,,,,,,10261C1007,202603011001121007,2020105409,0,17,43,E,14,4,A03,1,0,0,2,1191,1091,851009,2.025072010020812e+17,1025281210,1小1
476,260301,2026.3.1,小10,小倉,12,10,西日本新･2勝,14:40,2勝,４歳以上,芝,1200,1200,,B,,,,18,18,18,,,,4,8,,,,,, ヤマニンレセディ,ヤマニンレセディ,,牝,4,牝,4,横山琉人, 56 ,1.0,12.2,(栗),長谷川浩,栗東,,1,,,,,,,,,,,,,,,,,,,,10.0,23.4,3.4,9.0,4.7,6.5,4.2,121.7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,15,,,,,,,,458.0,- 4,2062,900,11.0,12.0,2,0,2,8,2,0,2,8,2,0,2,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,,土井肇,,錦岡牧場,,新冠町,エピファネイア,ロイヤルチャージャー系,ヤマニンアンプリメ,シニスターミニスター,ナスルーラ系,スペシャルウィーク,ロイヤルチャージャー系,サンデーサイレンス,ロイヤルチャージャー系,栗毛,2022,324,2003年 1月 8日(23歳),1983年11月19日(42歳),,,,,,,,,,,冠名＋光（ソト語）,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,8.0,3.0,１着,-0.1,1.0,1.0,0.0,横山琉人,, 56 ,0.0,462,6.0,260208 1小6 12R,小倉,同場,,,,,,,,,,,,芝,1200.0,0.0,芝,芝,,,,良,1勝,18.0,0.0,,,5.0,6.0,中,差し,6.0,,,,,,,,,,,10261C1008,202603011001121008,2022106605,0,17,43,E,14,4,A03,2,0,0,2,1192,1173,329004,2.026020810010612e+17,1026161208,1小1
477,260301,2026.3.1,小10,小倉,12,10,西日本新･2勝,14:40,2勝,４歳以上,芝,1200,1200,,B,,,,18,18,18,,,,5,9,,,,,, マイネルラッシュ,マイネルラッシュ,,牡,6,牡,6,斎藤新, 58 ,1.0,12.4,(美),水野貴広,美浦,,1,,,,,,,,,,,,,,,,,,,,15.0,51.3,1.6,13.0,7.9,11.0,2.4,151.2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,11,,,,,,,,468.0,- 4,3650,1000,26.0,26.0,2,3,4,17,2,3,4,17,2,3,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,サラブレッドクラブ・ラフィアン,,ビッグレッドファーム,,新冠町,ダイワメジャー,ロイヤルチャージャー系,ワンダフルラッシュ,バゴ,ナスルーラ系,ノーザンテースト,ニアークティック系,ワイルドラッシュ,ニアークティック系,鹿毛,2020,421,2001年 2月 9日(25歳),1972年11月 2日(53歳),,,,,,,,,,,冠名＋急襲。母名より連想,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.0,14.0,14.0,３着,0.0,3.0,3.0,0.0,斎藤新,, 53 ,5.0,472,-6.0,260215 1小8 10R,小倉,同場,,,,,,,,,,,,芝,1200.0,0.0,芝,芝,,,,稍重,2勝,18.0,0.0,,,17.0,14.0,後,追込,1.0,,,,,,,,,,,10261C1009,202603011001121009,2020105803,0,17,43,E,14,4,A03,1,0,0,1,1178,1094,546800,2.0260215100108102e+17,1026181014,1小1
478,260301,2026.3.1,小10,小倉,12,10,西日本新･2勝,14:40,2勝,４歳以上,芝,1200,1200,,B,,,,18,18,18,,,,5,10,,,,,, フォティック,フォティック,,牡,6,牡,6,吉田隼人, 58 ,1.0,12.2,(栗),飯田祐史,栗東,,1,,,,,,,,,,,,,,,,,,,,4.0,8.5,9.4,3.0,2.3,3.0,10.2,108.9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,５,,,,,,,,474.0,- 2,2483,640,23.0,24.0,4,4,2,14,1,2,2,14,1,1,1,9,0,1,1,5,0,0,0,0,3,2,0,0,0,0,,,(地),今村明浩,,築紫洋,,新ひだか町,エイシンヒカリ,ロイヤルチャージャー系,エイシンミント,ジャングルポケット,ナスルーラ系,Storm Cat,ニアークティック系,サンデーサイレンス,ロイヤルチャージャー系,芦毛,2020,407,1983年12月20日(42歳),1974年11月18日(51歳),,,,,,,,,,,光。父名からの連想,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4.0,5.0,4.0,１着,-0.2,1.0,1.0,0.0,吉田隼人,, 58 ,0.0,476,-8.0,260131 1小3  8R,小倉,同場,,,,,,,,,,,,芝,1200.0,0.0,芝,芝,,,,良,1勝,18.0,0.0,,,10.0,7.0,中,差し,1.0,,,,,,,,,,,10261C1010,202603011001121010,2020100271,0,17,43,E,14,4,A03,1,5,0,2,1095,1139,466033,2.026013110010308e+17,1026130805,1小1
